phaseNumber,oscIndex3_20190603_slice2,oscIndex3_20190603_slice3,oscIndex3_20190603_slice6,oscIndex3_20190605_slice3,oscIndex3_20190605_slice4,oscIndex3_20190606_slice5,oscIndex3_20190606_slice7
1,0.693193285090428,0.921873943988736,0.832940328689498,0.912063168142798,0.856767118754292,0.552015847361624,0.759454872422437
2,NaN,0.919724667276387,0.813675573156809,0.931030928915765,0.910749238396591,0.916087474743971,0.733323523135339
3,0.824724582139355,0.858983501242257,0.820234461979529,0.895587213524193,0.856300434443048,0.893430130303356,0.832808408893643
