phaseNumber,oscIndex4_20190603_slice2,oscIndex4_20190603_slice3,oscIndex4_20190603_slice6,oscIndex4_20190605_slice3,oscIndex4_20190605_slice4,oscIndex4_20190606_slice5,oscIndex4_20190606_slice7
1,0.0623896649562142,0.370626830843933,0.155620973959726,0.505758453952823,0.615311057717934,0.57502391395616,0.250433072395149
2,0,0.437294039634405,0.163332205342005,0.409599803748987,0.626804909064095,0.574839143779473,0.28673108534078
3,NaN,0.290987104462864,NaN,0.541530530568093,0.56005049898453,0.591036739430115,NaN
