phaseNumber,oscIndex1_20190603_slice2,oscIndex1_20190603_slice3,oscIndex1_20190603_slice6,oscIndex1_20190605_slice3,oscIndex1_20190605_slice4,oscIndex1_20190606_slice5,oscIndex1_20190606_slice7
1,0.698938252410735,0.974261906785539,0.900312485122905,0.959060371969502,0.964617989742557,0.997648765019106,0.989799889660909
2,0,0.957559846253315,0.928864769737507,0.89167204525651,0.940056072098248,0.990863010820132,0.890348570055145
3,NaN,0.904310794020475,0.899194479713689,0.928140124188864,0.945621563991356,0.991136235901724,0.829913789557073
