phaseNumber,phaseName,filtFreq_1,filtFreq_2,signal2Noise,minDelayMs,binWidthMs,binWidthSec,filterWidthMs,minRelProm,minSpikeRateInBurstHz,minBurstLengthMs,maxInterBurstIntervalMs,maxInterBurstIntervalSec,resolutionMs,siMs,minTimeMs,maxTimeMs,siSeconds,minTimeSec,maxTimeSec,idxStimStart,stimStartMs,stimStartSec,baseWindow_1,baseWindow_2,baseSlopeNoise,slopeThreshold,idxDetectStart,detectStartMs,detectStartSec,nSpikesTotal,idxFirstSpike,firstSpikeMs,firstSpikeSec,vMin,vMax,vRange,slopeMin,slopeMax,slopeRange,nBins,halfNBins,histLeftMs,histLeftSec,nSpikesPerBurst,nSpikesPerBurstIn10s,nSpikesPerBurstInOsc,nSpikesIn10s,nSpikesInOsc,nBurstsTotal,nBurstsIn10s,nBurstsInOsc,iBinLastOfLastBurst,iBinLastOfLastBurstIn10s,iBinLastOfLastBurstInOsc,timeOscEndMs,timeOscEndSec,oscDurationMs,oscDurationSec,oscIndex1,oscIndex2,oscIndex3,oscIndex4,oscPeriod1Ms,oscPeriod2Ms,minOscPeriod2Bins,maxOscPeriod2Bins,figPathBase,figTitleBase
1,baseline,100,1000,2.44079159421975,25,10,0.01,100,0.02,100,20,2000,2,5,0.0999999999999999,0.0999999999999999,59999.9999999999,9.99999999999999e-05,9.99999999999999e-05,59.9999999999999,29377,2937.7,2.9377,0.0999999999999999,2937.7,1.55310928167643,3.7908160796205,29627,2962.7,2.9627,181,29765,2976.5,2.9765,-4.44615539755978,5.05591718480029,9.50207258236007,-18.3573178444056,14.1849670849434,32.5422849293489,3124,1562,2970,2.97,8.41176470588235,8.75,8.75,144,144,17,16,16,2208,373,373,6700,6.7,3762.3,3.7623,0.971174805983622,0.869980046728413,0.562528441648247,0.238822259080042,390,381.249829941811,26,58.5,20190606_slice7_trace1,20190606\_slice7\_trace1
1,baseline,100,1000,2.44079159421975,25,10,0.01,100,0.02,100,20,2000,2,5,0.0999999999999999,0.0999999999999999,59999.9999999999,9.99999999999999e-05,9.99999999999999e-05,59.9999999999999,29377,2937.7,2.9377,0.0999999999999999,2937.7,1.543043601499,3.76624785205334,29627,2962.7,2.9627,201,29633,2963.3,2.9633,-5.57117030490496,6.55613485233081,12.1273051572358,-24.100582469616,16.2770888167326,40.3776712863487,5356,2678,2960,2.96,13.5,13.5,13.5,198,198,14,14,14,435,435,435,7310,7.31,4372.3,4.3723,1,0.982814474391316,0.874308291902107,0.333467773975817,410,421.666661731681,27.3333333333333,61.5,20190606_slice7_trace2,20190606\_slice7\_trace2
1,baseline,100,1000,2.44079159421975,25,10,0.01,100,0.02,100,20,2000,2,5,0.0999999999999999,0.0999999999999999,59999.9999999999,9.99999999999999e-05,9.99999999999999e-05,59.9999999999999,29377,2937.7,2.9377,0.0999999999999999,2937.7,1.53108190542355,3.73705184481976,29627,2962.7,2.9627,456,29638,2963.8,2.9638,-5.28659252742251,5.50597019405813,10.7925627214806,-19.9316915238608,12.9509002341343,32.8825917579951,5652,2826,2960,2.96,12.0555555555556,13.3181818181818,13.3181818181818,307,306,36,22,22,5652,589,589,8850,8.85,5912.3,5.9123,0.989602433562305,0.914722566760483,0.943076448102735,0.401942912697112,430,433.333138596308,28.6666666666667,64.5,20190606_slice7_trace3,20190606\_slice7\_trace3
1,baseline,100,1000,2.44079159421975,25,10,0.01,100,0.02,100,20,2000,2,5,0.0999999999999999,0.0999999999999999,59999.9999999999,9.99999999999999e-05,9.99999999999999e-05,59.9999999999999,29377,2937.7,2.9377,0.0999999999999999,2937.7,1.60821396730362,3.92531513310147,29627,2962.7,2.9627,193,29629,2962.9,2.9629,-4.52882270081373,5.13886179225794,9.66768449307167,-18.0790032960555,12.8854237203631,30.9644270164186,5311,2655,2960,2.96,10.2222222222222,10.2222222222222,10.2222222222222,191,191,18,18,18,450,450,450,7460,7.46,4522.3,4.5223,0.9924629805708,0.916935649859953,0.781397364138929,0.302879268336874,420,432.499803922942,28,63,20190606_slice7_trace4,20190606\_slice7\_trace4
1,baseline,100,1000,2.44079159421975,25,10,0.01,100,0.02,100,20,2000,2,5,0.0999999999999999,0.0999999999999999,59999.9999999999,9.99999999999999e-05,9.99999999999999e-05,59.9999999999999,29377,2937.7,2.9377,0.0999999999999999,2937.7,1.53381826095362,3.74373071839634,29627,2962.7,2.9627,301,29654,2965.4,2.9654,-4.76355531934348,6.7908836751356,11.5544389944791,-20.0391612489733,15.9184158441173,35.9575770930906,5599,2799,2960,2.96,14.1,14.7368421052632,14.7368421052632,291,290,20,19,19,3557,582,582,8780,8.78,5842.3,5.8423,1,0.959187805141797,0.881606134386267,0.405639834777395,430,429.999827517304,28.6666666666667,64.5,20190606_slice7_trace5,20190606\_slice7\_trace5
1,baseline,100,1000,2.44079159421975,25,10,0.01,100,0.02,100,20,2000,2,5,0.0999999999999999,0.0999999999999999,59999.9999999999,9.99999999999999e-05,9.99999999999999e-05,59.9999999999999,29377,2937.7,2.9377,0.0999999999999999,2937.7,1.52865737081955,3.73113406113842,29627,2962.7,2.9627,207,29630,2963,2.963,-4.46357945010565,5.25266059730352,9.71624004740917,-17.6873020994747,12.9691547327507,30.6564568322253,3926,1963,2960,2.96,9.04761904761905,9.35,9.35,201,201,21,20,20,1468,427,427,7230,7.23,4292.3,4.2923,0.99205684630167,0.920206674956516,0.897180618061227,0.340879468974749,440,446.666613390641,29.3333333333333,66,20190606_slice7_trace6,20190606\_slice7\_trace6
1,baseline,100,1000,2.44079159421975,25,10,0.01,100,0.02,100,20,2000,2,5,0.0999999999999999,0.0999999999999999,59999.9999999999,9.99999999999999e-05,9.99999999999999e-05,59.9999999999999,29377,2937.7,2.9377,0.0999999999999999,2937.7,1.52485390417335,3.72185059171948,29627,2962.7,2.9627,204,29647,2964.7,2.9647,-4.94412635983502,5.45439077408321,10.3985171339182,-19.917847147641,13.0560517208002,32.9738988684412,4876,2438,2960,2.96,9.09523809523809,9.09523809523809,9.09523809523809,203,202,21,21,21,562,562,562,8580,8.58,5642.3,5.6423,0.967253181662981,0.87785629712824,0.820110770087771,0.263293534920565,440,447.500352743155,29.3333333333333,66,20190606_slice7_trace7,20190606\_slice7\_trace7
1,baseline,100,1000,2.44079159421975,25,10,0.01,100,0.02,100,20,2000,2,5,0.0999999999999999,0.0999999999999999,59999.9999999999,9.99999999999999e-05,9.99999999999999e-05,59.9999999999999,29377,2937.7,2.9377,0.0999999999999999,2937.7,1.52353520745144,3.71863192784532,29627,2962.7,2.9627,260,29629,2962.9,2.9629,-4.44455311951429,5.09392579012579,9.53847890964008,-18.5311627623022,13.4367597247982,31.9679224871004,4023,2011,2960,2.96,13.1052631578947,13.1052631578947,13.1052631578947,257,257,19,19,19,561,561,561,8570,8.57,5632.3,5.6323,0.991227432931032,0.944043890111238,0.865813046266442,0.390037984224549,430,443.75000366617,28.6666666666667,64.5,20190606_slice7_trace8,20190606\_slice7\_trace8
1,baseline,100,1000,2.44079159421975,25,10,0.01,100,0.02,100,20,2000,2,5,0.0999999999999999,0.0999999999999999,59999.9999999999,9.99999999999999e-05,9.99999999999999e-05,59.9999999999999,29377,2937.7,2.9377,0.0999999999999999,2937.7,1.53772259996868,3.7532603962453,29627,2962.7,2.9627,218,29653,2965.3,2.9653,-4.10164338701686,5.17067572352605,9.2723191105429,-17.519559097091,13.5120601598879,31.0316192569789,3762,1881,2960,2.96,14.2857142857143,14.2857142857143,14.2857142857143,213,211,14,14,14,495,495,495,7910,7.91,4972.3,4.9723,0.995698439739734,0.975895585552841,0.867768555774714,0.40331735419369,440,440.000074662664,29.3333333333333,66,20190606_slice7_trace9,20190606\_slice7\_trace9
1,baseline,100,1000,2.44079159421975,25,10,0.01,100,0.02,100,20,2000,2,5,0.0999999999999999,0.0999999999999999,59999.9999999999,9.99999999999999e-05,9.99999999999999e-05,59.9999999999999,29377,2937.7,2.9377,0.0999999999999999,2937.7,1.52156145434244,3.71381440784781,29627,2962.7,2.9627,326,29634,2963.4,2.9634,-4.09893059972491,5.26130061037638,9.36023121010129,-18.490393156877,13.3704144903595,31.8608076472365,705,352,2960,2.96,13.4782608695652,13.4782608695652,13.4782608695652,326,326,23,23,23,705,705,705,10010,10.01,7072.3,7.0723,0.994489756838337,0.902608373714282,0.976890389654524,0.446731038369226,460,453.333636466675,30.6666666666667,69,20190606_slice7_trace10,20190606\_slice7\_trace10
