phaseNumber,oscIndex2_20190603_slice2,oscIndex2_20190603_slice3,oscIndex2_20190603_slice6,oscIndex2_20190605_slice3,oscIndex2_20190605_slice4,oscIndex2_20190606_slice5,oscIndex2_20190606_slice7
1,0.506011952450168,0.924135457337669,0.7769328134341,0.78630476877679,0.834978206030473,0.985573227668503,0.862075957067713
2,0,0.910677280430878,0.808662010642537,0.70983628688793,0.784496290521959,0.904418898356142,0.694450505378298
3,0.510748648287599,0.809796360671887,0.775828357874029,0.754969555725615,0.801652605566445,0.906514531051399,0.686367020428264
