Time,oscIndex4_20190603_slice7,phaseNumber_20190603_slice7,oscIndex4_20190603_slice9,phaseNumber_20190603_slice9,oscIndex4_20190604_slice2,phaseNumber_20190604_slice2,oscIndex4_20190604_slice3,phaseNumber_20190604_slice3,oscIndex4_20190604_slice4,phaseNumber_20190604_slice4,oscIndex4_20190604_slice7,phaseNumber_20190604_slice7,oscIndex4_20190606_slice1,phaseNumber_20190606_slice1,oscIndex4_20190606_slice2,phaseNumber_20190606_slice2,oscIndex4_20190606_slice3,phaseNumber_20190606_slice3,oscIndex4_20190607_slice4,phaseNumber_20190607_slice4
16 min,0.293654989845411,2,0.251167077343454,2,0.349658019312885,2,0.105377696476862,2,0.405567236545131,2,0.399215442692189,2,0.166378154786206,2,0.468083162109398,2,0.225712820217951,2,0.352967060648845,2
17 min,0.298881118938017,2,0.198100773318595,2,0.316888296558419,2,0.206507925831561,2,0.412027153453664,2,0.450475345737497,2,0.187421701606741,2,0.38550595208774,2,0.349514133674968,2,0.52115040457743,2
18 min,0.295947767131127,2,0.152608714751407,2,0.398974127704258,2,0.13335445127001,2,0.50663807699012,2,0.420263458478011,2,0.0680078125717352,2,0.414879179437671,2,0.322248832341767,2,0.463140734576099,2
19 min,0.366333621640248,2,0.252733314495958,2,0.292161145204701,2,0.190727212817224,2,0.351098166059412,2,0.453061473954769,2,0.0715120662245921,2,0.510943421983753,2,0.317327340181681,2,0.48432826969063,2
20 min,0.280970126116333,2,0.241638602131789,2,0.236465299876201,2,0.215304474372562,2,0.476194307613434,2,0.3951827257239,2,0.0901783594084803,2,0.446231310684552,2,0.198024711318184,2,0.45323527837872,2
21 min,0.281953007343878,2,0.231046728114964,2,0.290122115705625,2,0.205496027547278,2,0.375266881252525,2,0.424483235816497,2,0.090103202893487,2,0.426143089650244,2,0.28521794213501,2,0.518749578789247,2
22 min,0.340502794137092,2,0.188972201204848,2,0,2,0.102892250432681,2,0.448110174737099,2,0.440615578543015,2,0.0840538988432322,2,0.28133788832282,2,0.35302582868951,2,0.474248289006241,2
23 min,0.325356720177616,2,0.243442724353901,2,0.280027748378265,2,0.179793915098059,2,0.399524728139891,2,0.468908534855195,2,0.060092849262368,2,0.44116110600992,2,0.218751048708622,2,0.55633443611297,2
24 min,0.350358078722636,2,0.198018777136367,2,0.247691897068919,2,0.193296245255364,2,0.421984961009026,2,0.373662595689457,2,0.0587064479140768,2,0.187088244940912,2,0.233864335557291,2,0.480333070552998,2
25 min,0.324026725765423,2,0.322218398034079,2,0.302760577768157,2,0.137765486160427,2,0.484352205061866,2,0.430474626942791,2,0.0435736148087223,2,0.429883632455191,2,0.157589818205889,2,0.492115438052714,2
26 min,0.393279082869145,2,0.229956323227926,2,0.240197614898584,2,0.219631875355308,2,0.321846395487866,2,0.409316250715749,2,0.0295927127467898,2,0.459544919224953,2,0.308296929436178,2,0.524802809242013,2
27 min,0.303014796860338,2,0.216973953297692,2,0.298319040260539,2,0.199465364574326,2,0.347647919414735,2,0.379942447642836,2,0.0489329896954885,2,0.421948910286019,2,0.320768492210536,2,0.502347862504221,2
28 min,0.300798586097508,2,0.303893170733856,2,0.424080344575358,2,0.161737606115926,2,0.470460164147041,2,0.377198228711284,2,0.0519821496442339,2,0.469759334107957,2,0.328408145670882,2,0.462625760790469,2
29 min,0.349884844738504,2,0.213963284992456,2,0.310818298964308,2,0.153361388498678,2,0.358788544995708,2,0.309112274110994,2,0.0492331127075951,2,0.405639810720438,2,0.215763358450865,2,0.583238652492195,2
30 min,0.279898648567467,3,0.33543357875938,3,0.367142136629853,3,0.220429063956942,3,0.416919591865216,3,0.377118339866101,3,0.0813464193166201,3,0.417527340758509,3,0.290510308061357,3,0.489710740314103,3
31 min,0.314536662789386,3,0.197616011294639,3,0.302613516476007,3,0.179188764367406,3,0.298801241977027,3,0.34068042190716,3,0.0640727252764918,3,0.516035315915892,3,0.247975258343135,3,0.566880338410211,3
32 min,0.392712922258025,3,0.210029790927592,3,0.227026990219268,3,0.0718650824562843,3,0.411237342641031,3,0.36776483853038,3,0.0642291042817885,3,0.447845927222076,3,0.346830108407962,3,0.629123151681369,3
33 min,0.325232006973902,3,0.202088552300947,3,0.273169414183087,3,0.187118219271087,3,0.340086527417889,3,0.373224184283392,3,0.0252834255326406,3,0.42421347600314,3,0.221118697412469,3,0.554898348957882,3
34 min,0.349054392093863,3,0.209596577478127,3,0.290431511698674,3,0.11774767846474,3,0.465668233698338,3,0.438613345792927,3,0.0595307674409288,3,0.39955507088839,3,0.345222829529298,3,0.485852769366959,3
35 min,0.38580551140248,3,0.209319737230266,3,0.307973007264244,3,0.185946456844427,3,0.395302720499226,3,0.364166594136248,3,0,3,0.38054147738381,3,0.297222959204132,3,0.540079133881616,3
36 min,0.270653190623277,3,0.207605343967145,3,0.317090517939987,3,0.166869955463578,3,0.367557296100133,3,0.378560865213788,3,0.0544392036400485,3,0.39746720582604,3,0.319573053037308,3,0.441999541152413,3
37 min,0.244672143928356,3,0.215933798910431,3,0.245559537289585,3,0.346633463564493,3,0.435508002573033,3,0.288581731977385,3,0,3,0.456482264543904,3,0.309570194079012,3,0.541978531863969,3
38 min,0.208893299106749,3,0.207210489037034,3,0.235570963154298,3,0.140995862244878,3,0.35076665673877,3,0.43479569418972,3,0.0477655663689512,3,0.380539113416465,3,0.438104269966967,3,0.545691598720849,3
39 min,0.278766142497622,3,0.25741034845175,3,0.248786349397546,3,0.191317733413092,3,0.383924079070461,3,0.370526948291226,3,0.0267637544460618,3,0.192587700963258,3,0.240689306925594,3,0.5132944497882,3
40 min,0.223054917599398,3,0.275291901883259,3,0.263318001015027,3,0.106889530266634,3,0.407007843276413,3,0.371242431427489,3,0,3,0,3,0.320487396829241,3,0.448833228543258,3
41 min,0.270013009908472,3,0.237420657545903,3,0.260774282273244,3,0.132681740609938,3,0.372277078833114,3,0.316864633154439,3,0.0243531803912953,3,0,3,0.420244540085697,3,0.501787189439874,3
42 min,0.304313588838301,3,0.308167857765327,3,0.259800995639462,3,0.207624896792229,3,0.445437987055353,3,0.396223198130094,3,0,3,0.0656373473534745,3,0.296460582030477,3,0.576007225648431,3
43 min,0.363009459993702,3,0.21468993520932,3,0.234949521654478,3,0.16840433299364,3,0.265302064873846,3,0.324716774088532,3,0,3,0.123188369910579,3,0.481550875065131,3,0.505497225868286,3
44 min,0.306959583508297,3,0.232005004389549,3,0.223182516804366,3,0.13861797989709,3,0.398134355030293,3,0.368118557153032,3,0,3,0.263283598642302,3,0.341053817523353,3,0.494994212289807,3
45 min,0.248068846670771,3,0.291503853427828,3,0.263741424335863,3,0.199811974405501,3,0.336892381054603,3,0.372555330277006,3,0,3,0.363680673998491,3,0.254756609223243,3,0.486574894582425,3
46 min,0.265710398035859,3,0.297357721738978,3,0.205926174747577,3,0.134296667217016,3,0.310265352492013,3,0.336094632972028,3,0.0224398215923551,3,0.392147311484997,3,0.11526926135216,3,0.536614722509869,3
47 min,0.317802897006875,3,0.304865041467639,3,0.200559223697892,3,0.0513080079453677,3,0.36635863286234,3,0.261963570454595,3,0,3,0.33256283008617,3,0.426200306512587,3,0.497656349798719,3
48 min,0.234366834105515,3,0.234552596532314,3,0.292156222193622,3,0,3,0.397039991798412,3,0.269781936207698,3,0,3,0.431776600500991,3,0.364974026985031,3,0.502930720822299,3
49 min,0.321281578606823,3,0.411829220950911,3,0.191517784075526,3,0,3,0.316947490837079,3,0.395164600606875,3,0,3,0.310956312933521,3,0.134111177612466,3,0.515131940917085,3
