phaseNumber,oscIndex2_20190603_slice7,oscIndex2_20190603_slice9,oscIndex2_20190604_slice2,oscIndex2_20190604_slice3,oscIndex2_20190604_slice4,oscIndex2_20190604_slice7,oscIndex2_20190606_slice1,oscIndex2_20190606_slice2,oscIndex2_20190606_slice3,oscIndex2_20190607_slice4
1,0.719062185241058,0.753601066286835,0.885608987102639,0.779622855524835,0.892410125108116,0.987670934589433,0.623811867167573,0.870414363831797,0.892799105805013,0.926089862667869
2,0.760151378195834,0.815782339686937,0.895575253615913,0.846050616540671,0.892099593580619,0.978910684259578,0.535181048189863,0.852160509570443,0.842074419151978,0.776456408125469
3,0.675496957205787,0.793252526056655,0.949084326421055,NaN,0.905826473644764,0.920075316754281,0,0.764421705453922,0.645853569185517,0.722458804843253
