Time,oscIndex2_20190603_slice7,phaseNumber_20190603_slice7,oscIndex2_20190603_slice9,phaseNumber_20190603_slice9,oscIndex2_20190604_slice2,phaseNumber_20190604_slice2,oscIndex2_20190604_slice3,phaseNumber_20190604_slice3,oscIndex2_20190604_slice4,phaseNumber_20190604_slice4,oscIndex2_20190604_slice7,phaseNumber_20190604_slice7,oscIndex2_20190606_slice1,phaseNumber_20190606_slice1,oscIndex2_20190606_slice2,phaseNumber_20190606_slice2,oscIndex2_20190606_slice3,phaseNumber_20190606_slice3,oscIndex2_20190607_slice4,phaseNumber_20190607_slice4
30 min,0.722297212839261,3,0.941238890944732,3,0.986900045945839,3,0.84212532456426,3,0.823814928589673,3,0.98007230804536,3,0.590331552613974,3,0.851271339051058,3,0.771129269660323,3,0.713690171695874,3
31 min,0.696331865957722,3,0.75669492474399,3,1,3,0.884053141494004,3,0.8537652473207,3,0.975183034156913,3,0.579233147267649,3,0.859579527582407,3,0.773755204778872,3,0.886751117845884,3
32 min,0.740223055068019,3,0.829960932560312,3,0.998108388009743,3,0.715013908964778,3,0.833271184964657,3,0.905097147358039,3,0.58980899627477,3,0.855828788744565,3,0.75582989032301,3,0.914082528540728,3
33 min,0.737019504049257,3,0.869322693863688,3,0.956246900660317,3,0.626487126981821,3,0.822822792723775,3,0.941302586721137,3,0.526051949076762,3,0.891107038895,3,0.730020487337074,3,0.76293827886547,3
34 min,0.630538573341854,3,0.921311838774811,3,0.978178955003155,3,0.694250301771869,3,0.939822897926372,3,0.96837009044015,3,0.603462409921051,3,0.837263474522881,3,0.670252409144178,3,0.818602837564458,3
35 min,0.727882174742186,3,0.876530683672014,3,0.991218207390491,3,0.910028039867548,3,0.854796815780505,3,0.967051793933426,3,0,3,0.680442490407797,3,0.768277545488312,3,0.6981182672029,3
36 min,0.702023046670365,3,0.870669722780771,3,0.991607072309526,3,0.910812189200936,3,0.924214673827881,3,0.968872953352039,3,0.593981348632097,3,0.743897880593313,3,0.744163412163214,3,0.785963583352169,3
37 min,0.617217807637426,3,0.772105073306803,3,0.997567364968644,3,0.845340069219665,3,0.753862626254222,3,0.941900235974003,3,0,3,0.868145590414527,3,0.838697647192352,3,0.807166095975874,3
38 min,0.594230636514942,3,0.790251919837712,3,0.979964333251397,3,0.863937711894063,3,0.830936648358936,3,0.962255679641327,3,0.900098025305673,3,0.862098350135585,3,0.896562396490032,3,0.820976894855467,3
39 min,0.709956011015332,3,0.771240242383495,3,0.983228334463284,3,0.961616358027739,3,0.827565030361329,3,0.979222412050893,3,0.798681832791534,3,0.151816619335623,3,0.82848116146104,3,0.824218984418225,3
40 min,0.684334909337301,3,0.821526871308331,3,0.998389387052418,3,0.580297514374728,3,0.969825136488385,3,0.984701778643074,3,0,3,0,3,0.844085499421919,3,0.702387288020562,3
41 min,0.713385527845488,3,0.861620311891605,3,0.989961040407569,3,0.89448462614137,3,0.868990262998264,3,0.973439585187278,3,0.809806026926836,3,0,3,0.898485546487187,3,0.763249993714322,3
42 min,0.666972063754924,3,0.79296231003473,3,0.932122245233424,3,0.740926968547255,3,0.922061808404134,3,0.995623205236456,3,0,3,0.851960551755718,3,0.902480454055579,3,0.914232907604506,3
43 min,0.690467560559873,3,0.820172412966988,3,0.985813202015572,3,0.853992347375183,3,0.936759785890634,3,0.901580459063758,3,0,3,0.787985884854577,3,0.867521208564233,3,0.659955703145499,3
44 min,0.747440420358828,3,0.830754274128092,3,0.999839304964763,3,0.729761489646213,3,0.908755993955847,3,0.86499278433385,3,0,3,0.728221524062996,3,0.557335586881267,3,0.762256743475061,3
45 min,0.675203514823624,3,0.8060065589787,3,0.992142834701161,3,0.672562593932343,3,0.945936818685878,3,0.97637169266221,3,0,3,0.865875513665024,3,0.577957461270154,3,0.797486082433481,3
46 min,0.740304209877593,3,0.791790612831165,3,0.950118661790173,3,0.803260968563352,3,0.901228385528647,3,0.879833608758005,3,0.822968328026425,3,0.695336428455207,3,0.604644058060753,3,0.631643124003361,3
47 min,0.622616710811649,3,0.854372905695667,3,0.957018760919112,3,0.363255848488757,3,0.852255938625078,3,0.8541828765906,3,0,3,0.818023421025276,3,0.734879928373708,3,0.698579333779856,3
48 min,0.678262357325859,3,0.7432242485461,3,1,3,0,3,0.968113844958246,3,0.914323635433584,3,0,3,0.724751921620428,3,0.661850266310629,3,0.791685400401557,3
49 min,0.66109799319021,3,0.770868304231644,3,0.846141374694827,3,0,3,0.86159738042597,3,0.975664770327007,3,0,3,0.718121242503673,3,0.649936131912343,3,0.692900083598008,3
