Time,oscIndex3_20190603_slice7,phaseNumber_20190603_slice7,oscIndex3_20190603_slice9,phaseNumber_20190603_slice9,oscIndex3_20190604_slice2,phaseNumber_20190604_slice2,oscIndex3_20190604_slice3,phaseNumber_20190604_slice3,oscIndex3_20190604_slice4,phaseNumber_20190604_slice4,oscIndex3_20190604_slice7,phaseNumber_20190604_slice7,oscIndex3_20190606_slice1,phaseNumber_20190606_slice1,oscIndex3_20190606_slice2,phaseNumber_20190606_slice2,oscIndex3_20190606_slice3,phaseNumber_20190606_slice3,oscIndex3_20190607_slice4,phaseNumber_20190607_slice4
-20 min,0.790654537133749,1,0.764705760012436,1,0.878306840639574,1,0.856687820251202,1,0.813590039505374,1,0.894707030896389,1,0.9616851005061,1,0.937004835312538,1,0.943749958018255,1,0.880952357745604,1
-19 min,0.804975072705646,1,0.815216901197039,1,0.849977531216276,1,0.903169518334589,1,0.856321403278991,1,0.877470324983564,1,0.973827459664082,1,0.946645432480605,1,0.558739177675966,1,0.905494288848365,1
-18 min,0.894945326553276,1,0.64444434874504,1,0.904109552912243,1,0.88679237488836,1,0.807737827630676,1,0.905343744534906,1,0.9483658333036,1,0.582755797616672,1,0.850256325052131,1,0.864911773283993,1
-17 min,0.650222448560711,1,0.942028416998953,1,0.912220266679398,1,0.873592932339004,1,0.688348285040144,1,0.606299064290551,1,0.520996428324637,1,0.959134334152633,1,0.829741303501009,1,0.671553925687404,1
-16 min,0.824164214982203,1,0.834586370503043,1,0.767704811979046,1,0.913830150579368,1,0.940886651316097,1,0.883898264555026,1,0.583332998016211,1,0.884271994601357,1,0.542163980910467,1,0.534013332245368,1
-15 min,0.757918551235289,1,0.887754542541803,1,0.934230154450559,1,0.78181799480901,1,0.805357101024521,1,0.889807113040412,1,0.942592204288617,1,0.84306198202629,1,0.573700286991153,1,0.791611394514137,1
-14 min,0.701960762061294,1,0.729824560655023,1,0.835543184740095,1,0.5,1,0.784403542246637,1,0.898304851281102,1,0.526558530259426,1,0.546184284649367,1,0.754446577897163,1,0.919113476356272,1
-13 min,0.89454050761894,1,0.670833131951892,1,0.540986894919406,1,0.773584621690943,1,0.881876613704667,1,0.949537838780358,1,0.928152279810622,1,0.925985759612989,1,0.914705591497191,1,0.957718571216775,1
-12 min,0.788838538230387,1,0.80444436430248,1,0.571206876678198,1,0.920286167020889,1,0.742956518241127,1,0.567313508540335,1,0.558926063002665,1,0.932926798189297,1,0.934958566783299,1,0.793181397727729,1
-11 min,0.846153618606437,1,0.680652432639809,1,0.901234353412733,1,0.555555551572614,1,0.629786099012756,1,0.964705367424688,1,0.957943475205979,1,0.887955014661225,1,0.979128287682745,1,0.605968187578912,1
-10 min,0.796491210625833,1,0.623188396529553,1,0.732932192678391,1,0.655367195738796,1,0.783625305765873,1,0.929763502617715,1,0.952941062018578,1,0.979093646226255,1,0.882623746324342,1,0.683061261071189,1
-9 min,0.862595144493126,1,0.898395542980006,1,0.509163941394753,1,0.896713245367085,1,0.548935879220961,1,0.949767388933083,1,0.933333232284716,1,0.506895679763081,1,0.925759753277841,1,0.564698317348012,1
-8 min,0.941316858593955,1,0.697674160199987,1,0.817244994813667,1,0.922932322563556,1,0.841257162397013,1,0.960344772988656,1,0.528423617573629,1,0.946246394731309,1,0.979510390527981,1,0.742051129055384,1
